Name,Age,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,order
G. Koyalipou,17,55,73,68,34,59,64,52,48,42,41,51,55,42,11,9,7,15,6,55,22,62,38,47,14,60,57,58,54,48,20,63,50,14,46,47,39,53,32,36,54,47,53,38,32,47,36,54,53,54,54,40,53,38,32,47,36,54,53,54,54,40,54,16765
J. Hanson,19,55,72,85,51,63,56,37,35,42,29,51,31,30,13,6,10,8,11,44,53,60,30,25,51,38,44,56,30,29,53,86,70,54,68,34,28,42,53,47,44,40,42,54,53,40,47,44,48,44,47,53,42,54,53,40,47,44,48,44,47,53,44,16766
T. Deters,21,55,62,65,52,79,75,53,39,43,30,49,28,30,15,8,10,13,8,42,47,58,56,38,37,42,54,53,60,47,40,66,77,46,62,52,33,53,48,52,51,54,53,51,48,54,52,51,54,48,51,52,53,51,48,54,52,51,54,48,51,52,48,16767
A. Dannah,23,55,64,65,56,52,33,35,44,26,21,25,23,24,8,11,8,7,13,53,51,48,45,19,52,30,27,49,50,30,56,56,50,54,73,31,29,37,54,49,36,40,37,50,54,40,49,36,38,38,36,47,37,50,54,40,49,36,38,38,36,47,38,16768
L. White,18,55,71,77,28,63,78,54,44,53,45,60,47,40,9,5,12,6,12,35,27,45,41,38,24,53,42,45,49,53,31,78,60,23,42,44,40,51,33,38,52,46,51,43,33,46,38,52,54,49,54,46,51,43,33,46,38,52,54,49,54,46,49,16769
M. Kanabah,24,55,59,66,35,60,54,59,55,54,40,57,40,42,8,8,14,14,5,33,42,43,49,42,32,46,52,46,55,45,34,61,59,33,56,48,41,53,40,46,52,51,53,46,40,51,46,52,54,49,54,49,53,46,40,51,46,52,54,49,54,49,49,16770
S. Kanazawa,33,55,55,47,61,66,73,63,52,53,36,59,45,37,5,9,10,7,11,47,47,69,58,72,52,39,37,52,63,67,55,42,33,56,46,48,35,55,53,54,53,55,55,51,53,55,54,53,52,51,54,52,55,51,53,55,54,53,52,51,54,52,51,16771
M. Varnier,19,55,66,60,48,49,55,33,49,33,32,28,29,30,12,14,5,15,11,55,58,72,31,29,48,30,33,45,31,38,54,67,63,59,65,37,35,35,54,46,37,38,35,51,54,38,46,37,38,40,37,48,35,51,54,38,46,37,38,40,37,48,40,16772
K. Wakasugi,21,55,62,74,33,77,74,57,39,38,53,61,44,55,11,6,10,12,13,43,28,52,42,37,21,47,40,45,56,49,22,67,60,16,63,53,51,54,35,40,52,48,54,40,35,48,40,52,54,50,54,42,54,40,35,48,40,52,54,50,54,42,50,16773
L. Taurino,22,55,61,74,43,89,84,63,58,49,54,61,44,44,11,7,7,14,8,35,24,58,49,41,35,52,38,52,51,54,38,76,43,29,38,49,46,54,38,42,54,49,54,45,38,49,42,54,55,50,56,46,54,45,38,49,42,54,55,50,56,46,50,16774
M. Barker,23,55,60,65,54,62,58,51,46,53,43,52,44,35,12,7,10,15,9,49,45,60,52,47,51,37,42,51,53,47,53,60,65,55,56,38,43,49,52,52,49,50,49,54,52,50,52,49,52,49,51,54,49,54,52,50,52,49,52,49,51,54,49,16775
J. Osborne,24,55,60,64,52,57,73,55,58,46,45,55,50,33,9,5,5,9,10,44,42,62,56,60,48,42,49,54,60,52,44,64,58,40,60,48,36,55,48,51,54,54,55,50,48,54,51,54,55,53,55,51,55,50,48,54,51,54,55,53,55,51,53,16776
J. Lindström,24,55,62,66,46,63,73,55,51,48,32,57,29,27,6,5,15,10,10,39,46,61,47,33,53,33,48,54,54,31,53,60,69,54,58,48,27,51,51,53,49,51,51,54,51,51,53,49,53,45,51,55,51,54,51,51,53,49,53,45,51,55,45,16777
F. Gürden,18,55,70,56,64,53,64,54,49,43,48,53,36,40,14,8,8,8,10,60,50,61,55,35,46,47,38,52,63,56,58,55,54,54,50,49,37,51,54,54,50,53,51,53,54,53,54,50,51,49,49,53,51,53,54,53,54,50,51,49,49,53,49,16778
D. Dennehy,28,55,55,31,54,30,30,32,43,27,30,22,22,27,14,16,10,15,16,57,52,68,35,23,53,37,44,51,41,45,52,41,71,54,76,37,28,34,54,49,35,40,34,48,54,40,49,35,36,39,33,46,34,48,54,40,49,35,36,39,33,46,39,16779
B. Bronico,22,55,62,65,38,53,71,59,51,49,46,55,53,31,11,13,9,12,6,32,23,38,48,41,39,55,48,56,55,53,25,55,51,27,49,46,39,53,36,42,53,49,53,42,36,49,42,53,54,51,54,44,53,42,36,49,42,53,54,51,54,44,51,16780
A. Hartigan,17,55,69,68,45,60,72,56,58,50,48,54,54,42,11,6,13,13,11,45,30,65,52,55,48,48,52,52,60,54,51,70,64,54,60,52,40,56,50,51,56,54,56,53,50,54,51,56,56,55,56,53,56,53,50,54,51,56,56,55,56,53,55,16781
M. Aebischer,20,55,66,54,61,52,65,60,54,57,35,50,49,38,10,9,15,9,15,47,48,62,60,38,46,41,40,48,62,51,55,47,72,48,60,46,29,52,52,55,50,54,52,54,52,54,55,50,54,49,51,55,52,54,52,54,55,50,54,49,51,55,49,16782
N. Maeda,22,55,62,71,25,56,76,41,47,33,49,47,51,44,14,8,5,15,11,52,11,75,48,47,13,64,47,54,63,51,14,69,58,16,57,64,49,54,31,36,53,49,54,36,31,49,36,53,52,52,52,38,54,36,31,49,36,53,52,52,52,38,52,16783
S. Clare,20,55,70,74,41,64,49,55,51,49,51,52,39,46,6,5,8,10,10,43,29,51,55,30,38,54,50,46,61,54,45,65,38,42,66,62,43,54,45,47,53,51,54,47,45,51,47,53,54,50,53,47,54,47,45,51,47,53,54,50,53,47,50,16784
S. Tarolli,19,55,65,34,27,36,33,11,23,14,12,8,8,15,53,58,59,56,55,14,7,51,24,9,8,12,9,38,20,25,13,16,18,15,43,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16785
A. Favalli,24,55,59,68,49,60,65,49,54,44,33,44,30,29,12,5,8,8,8,53,58,63,31,25,55,34,39,59,34,36,57,49,65,57,62,39,25,42,55,50,43,43,42,54,55,43,50,43,45,43,44,53,42,54,55,43,50,43,45,43,44,53,43,16786
K. Davies,20,55,70,64,60,49,66,40,50,25,23,28,18,20,15,14,12,15,12,60,42,60,28,16,55,32,11,40,41,31,52,51,56,57,70,21,12,32,54,46,31,34,32,48,54,34,46,31,34,34,33,45,32,48,54,34,46,31,34,34,33,45,34,16787
N. Milosavljevic,21,55,69,68,42,53,72,63,52,46,52,59,37,39,13,11,8,11,14,43,30,57,65,39,35,46,46,51,61,52,44,64,49,35,48,52,48,55,42,48,54,54,55,47,42,54,48,54,56,50,54,48,55,47,42,54,48,54,56,50,54,48,50,16788
A. Simpson,18,55,64,87,43,77,82,51,39,57,50,61,24,34,6,15,6,14,9,44,48,74,24,37,39,40,46,49,38,56,50,81,69,52,51,30,22,46,48,45,49,43,46,54,48,43,45,49,52,47,52,54,46,54,48,43,45,49,52,47,52,54,47,16789
J. Brown,19,55,68,62,38,53,65,61,53,45,45,59,48,44,6,14,7,6,14,35,24,57,45,52,39,47,40,54,51,55,42,60,46,30,41,54,47,54,39,43,53,49,54,44,39,49,43,53,53,50,54,45,54,44,39,49,43,53,53,50,54,45,50,16790
E. Sabbi,19,55,65,84,44,58,69,56,46,34,33,57,55,34,14,13,8,10,7,49,17,66,32,47,14,56,45,47,46,51,13,86,61,14,54,43,41,52,32,34,54,44,52,38,32,44,34,54,53,54,54,39,52,38,32,44,34,54,53,54,54,39,54,16791
L. Ellington,18,55,67,77,40,59,63,44,52,33,38,48,57,27,6,13,8,6,7,55,27,76,39,45,26,60,53,49,42,52,31,76,57,32,66,49,41,50,41,39,52,45,50,42,41,45,39,52,50,54,51,42,50,42,41,45,39,52,50,54,51,42,54,16792
D. Bock,22,55,63,69,37,68,67,57,46,52,37,62,49,35,14,14,11,12,12,43,40,60,41,39,32,50,47,41,47,55,39,72,65,37,59,43,40,51,43,44,52,48,51,48,43,48,44,52,54,52,54,49,51,48,43,48,44,52,54,52,54,49,52,16793
L. Zaragoza,20,55,65,54,31,57,64,61,52,58,52,57,64,42,5,10,11,5,11,51,26,41,41,51,27,67,54,43,46,73,30,61,33,31,56,49,61,53,38,39,56,47,53,41,38,47,39,56,53,58,55,42,53,41,38,47,39,56,53,58,55,42,58,16794
C. Cooke,20,55,70,50,29,68,78,55,44,48,42,53,52,50,8,12,12,14,10,52,18,65,48,55,15,64,51,56,53,49,19,58,66,23,55,54,40,54,34,39,53,50,54,39,34,50,39,53,53,53,53,41,54,39,34,50,39,53,53,53,53,41,53,16795
M. Leacock-McLeod,20,55,70,74,36,71,78,56,53,47,48,61,50,42,15,15,8,10,14,36,18,49,45,34,25,51,45,36,48,57,32,74,57,30,61,48,45,52,36,39,52,46,52,41,36,46,39,52,54,51,54,43,52,41,36,46,39,52,54,51,54,43,51,16796
F. Bolkiah,19,55,69,78,31,73,76,53,43,44,46,62,43,41,10,12,11,11,14,31,23,41,44,31,18,54,46,44,49,40,18,73,67,20,58,43,42,51,31,37,51,46,51,39,31,46,37,51,54,48,53,42,51,39,31,46,37,51,54,48,53,42,48,16797
H. Ishikawa,18,55,64,63,58,69,68,63,32,48,43,57,47,41,7,13,5,14,6,38,21,44,53,64,32,43,44,57,63,56,31,66,63,35,50,48,40,57,40,47,56,54,57,45,40,54,47,56,56,53,56,48,57,45,40,54,47,56,56,53,56,48,53,16798
E. Selen,22,55,65,31,25,60,43,10,38,13,13,12,10,13,58,55,59,46,52,14,8,78,18,11,8,12,8,60,29,18,11,38,30,12,62,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16799
Y. Gómez,17,55,73,22,18,37,45,12,22,12,14,6,10,12,56,58,51,56,52,14,11,62,30,6,6,20,5,44,26,22,13,26,27,15,51,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800
G. Boylan,21,55,63,58,60,50,64,48,46,31,30,44,26,28,15,14,10,10,14,50,52,69,38,26,56,35,30,52,48,41,58,62,72,59,64,35,23,42,56,53,42,45,42,54,56,45,53,42,45,42,42,53,42,54,56,45,53,42,45,42,42,53,42,16801
F. Myhre,18,55,76,56,60,59,76,60,51,38,42,55,32,33,13,11,14,11,11,49,55,53,45,31,45,45,36,55,61,51,52,50,40,56,61,50,31,51,54,54,49,51,51,51,54,51,54,49,50,47,49,51,51,51,54,51,54,49,50,47,49,51,47,16802
N. Bustos,18,55,72,72,28,71,76,50,47,32,48,57,60,32,11,14,10,14,12,49,13,59,36,57,15,70,47,54,54,56,18,75,59,16,42,45,48,54,30,34,55,46,54,37,30,46,34,55,53,55,55,39,54,37,30,46,34,55,53,55,55,39,55,16803
A. Pinga,19,55,67,56,30,58,51,53,50,28,42,46,53,32,13,8,5,13,8,60,12,68,28,49,19,70,53,55,44,55,18,54,59,19,75,44,36,49,35,34,51,43,49,35,35,43,34,51,47,54,49,36,49,35,35,43,34,51,47,54,49,36,54,16804
C. Greger,20,55,65,55,44,49,43,34,49,27,26,22,22,27,11,8,6,5,12,52,50,74,20,21,52,39,27,47,38,38,54,53,59,58,76,31,24,33,54,45,33,35,33,49,54,35,45,33,35,37,33,46,33,49,54,35,45,33,35,37,33,46,37,16805
F. Bin Munyif,23,55,58,73,47,70,67,45,44,53,47,54,54,32,9,15,13,13,6,56,51,65,33,45,52,67,45,53,49,54,50,69,66,53,74,53,52,51,54,50,52,49,51,55,54,49,50,52,53,54,54,54,51,55,54,49,50,52,53,54,54,54,54,16806
D. Araki,23,55,59,73,65,64,66,52,57,37,37,55,43,34,8,6,10,13,11,49,56,71,54,56,51,44,31,52,56,65,54,77,86,57,69,51,44,53,57,57,52,54,53,58,57,54,57,52,54,52,52,57,53,58,57,54,57,52,54,52,52,57,52,16807
H. Takimoto,20,55,69,16,33,22,22,19,22,12,14,8,9,14,58,53,51,50,58,13,16,31,21,7,5,15,12,54,19,16,10,24,17,11,64,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16808
R. Uehara,20,55,70,78,26,60,77,56,52,53,44,58,43,23,5,10,13,13,10,33,20,50,44,32,21,44,42,52,47,51,24,82,50,26,54,44,32,51,33,37,52,45,51,41,33,45,37,52,54,49,54,44,51,41,33,45,37,52,54,49,54,44,49,16809
P. Vagic,17,55,72,71,36,63,52,55,50,45,47,60,48,38,8,12,8,13,11,41,24,25,43,42,23,41,43,46,53,46,27,74,47,25,49,51,43,53,34,39,53,47,53,41,34,47,39,53,54,50,54,43,53,41,34,47,39,53,54,50,54,43,50,16810
R. Piscitelli,23,55,63,17,25,36,51,12,30,11,11,10,6,13,51,53,49,61,57,13,11,66,21,7,9,18,9,45,17,25,15,17,25,13,55,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16811
A. Al Mutairi,21,55,64,77,30,75,79,63,45,47,37,58,49,31,10,13,12,11,13,32,16,58,43,33,25,50,42,46,47,54,39,84,36,30,38,53,38,54,34,38,54,46,54,42,34,46,38,54,54,50,56,43,54,42,34,46,38,54,54,50,56,43,50,16812
A. Djaló,25,55,59,60,53,72,93,60,52,57,68,57,50,65,10,7,8,7,12,46,54,74,64,45,32,59,52,56,65,53,43,61,49,50,52,56,50,58,50,54,56,58,58,52,50,58,54,56,58,54,57,53,58,52,50,58,54,56,58,54,57,53,54,16813
J. Lewis,19,55,72,79,39,74,74,58,36,48,47,60,48,38,14,7,5,5,13,34,54,66,48,44,46,38,38,44,52,54,49,75,67,53,54,53,39,54,50,52,53,52,54,54,50,52,52,53,56,50,55,55,54,54,50,52,52,53,56,50,55,55,50,16814
O. Bugiel,23,55,62,67,54,54,58,54,43,26,39,51,55,32,12,5,7,13,6,54,11,70,29,47,12,45,56,49,43,54,11,62,67,11,64,45,44,50,32,33,53,43,50,33,32,43,33,53,50,54,51,35,50,33,32,43,33,53,50,54,51,35,54,16815
S. Singh,25,55,56,74,31,54,69,53,46,54,43,61,66,39,12,12,14,14,12,41,18,45,41,45,19,56,43,47,45,75,24,73,51,29,37,44,52,52,32,36,55,45,52,40,32,45,36,55,54,56,55,42,52,40,32,45,36,55,54,56,55,42,56,16816
A. Edathodika,30,55,55,62,48,56,57,29,49,41,28,52,22,32,14,15,14,11,7,46,50,59,22,29,53,37,39,51,25,27,68,64,58,62,67,32,27,37,54,45,38,36,37,52,54,36,45,38,41,39,41,50,37,52,54,36,45,38,41,39,41,50,39,16817
S. Mullings,23,55,62,62,51,53,45,54,47,25,31,47,54,28,14,12,11,11,5,69,17,63,28,37,22,51,55,43,38,58,20,57,61,15,70,43,41,47,37,34,50,41,47,35,37,41,34,50,47,54,48,35,47,35,37,41,34,50,47,54,48,35,54,16818
D. Atoiyi,19,55,68,75,60,52,87,45,49,38,33,48,31,40,15,14,13,12,11,46,60,58,53,38,49,47,51,51,55,58,58,75,63,59,32,50,36,50,53,54,50,51,50,56,53,51,54,50,51,48,49,55,50,56,53,51,54,50,51,48,49,55,48,16819
M. Kavdanski,30,55,55,55,43,49,54,30,50,29,30,29,17,23,11,12,7,8,6,53,53,71,29,22,51,34,28,49,32,35,62,55,61,60,66,27,23,32,54,46,33,35,32,50,54,35,46,33,35,35,33,47,32,50,54,35,46,33,35,35,33,47,35,16820
K. Hay,18,55,75,53,43,48,40,32,43,23,31,31,19,27,15,15,15,15,9,49,55,71,30,17,50,38,27,51,29,35,58,55,59,60,77,29,29,32,54,46,33,35,32,49,54,35,46,33,35,36,33,46,32,49,54,35,46,33,35,36,33,46,36,16821
K. Nissen,19,55,66,52,29,59,55,51,44,31,40,47,63,31,9,13,7,11,6,56,13,62,31,54,20,69,51,55,46,52,19,52,57,13,65,44,39,49,33,34,51,44,49,34,33,44,34,51,48,54,50,36,49,34,33,44,34,51,48,54,50,36,54,16822
B. Doherty,20,55,71,79,51,55,79,50,56,52,53,54,42,40,11,6,8,10,6,45,44,64,51,42,43,40,55,47,54,49,52,81,62,50,60,45,42,52,50,50,53,50,52,54,50,50,50,53,55,52,54,54,52,54,50,50,50,53,55,52,54,54,52,16823
A. Al Shehri,23,55,62,69,44,76,74,58,55,39,48,61,54,42,9,14,11,14,11,37,26,46,43,39,16,44,61,54,50,55,35,72,70,19,34,38,37,54,33,39,56,48,54,42,33,48,39,56,55,54,56,45,54,42,33,48,39,56,55,54,56,45,54,16824
J. Eastwood,20,55,69,39,24,52,44,24,32,17,19,14,11,10,53,56,45,53,57,16,11,55,18,17,13,23,4,50,24,20,13,35,33,27,53,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16825
M. Thalhammer,19,55,71,48,60,50,48,56,40,44,40,50,30,42,9,11,11,6,15,50,53,45,58,47,35,40,46,50,63,56,47,52,58,47,67,48,34,51,51,53,49,54,51,50,51,54,53,49,51,48,49,51,51,50,51,54,53,49,51,48,49,51,48,16826
J. Brimmer,19,55,71,64,50,54,63,59,51,50,36,57,34,67,12,13,10,10,11,43,42,58,63,39,46,40,50,48,61,54,53,68,61,55,47,43,35,53,50,53,52,54,53,53,50,54,53,52,55,49,53,54,53,53,50,54,53,52,55,49,53,54,49,16827
V. Yaroshenko,20,55,65,51,46,81,70,62,46,55,51,51,44,48,9,8,9,10,9,51,23,53,54,32,42,58,49,55,62,54,56,61,30,54,44,48,47,54,48,48,53,51,54,49,48,51,48,53,53,51,54,49,54,49,48,51,48,53,53,51,54,49,51,16828
N. Al Mutairi,29,55,55,65,24,61,55,55,47,51,56,56,45,34,10,10,10,10,10,37,19,59,47,51,16,33,54,49,55,49,12,66,51,11,44,50,38,54,28,35,53,48,54,36,28,48,35,53,54,50,54,39,54,36,28,48,35,53,54,50,54,39,50,16829
A. Adamov,17,55,69,62,59,60,67,46,50,55,41,66,32,40,14,9,12,9,7,48,59,57,31,31,47,43,47,55,39,28,61,57,47,64,47,37,27,46,54,49,47,45,46,54,54,45,49,47,49,44,50,54,46,54,54,45,49,47,49,44,50,54,44,16830
A. Militari,18,55,72,57,53,53,57,58,53,55,52,55,53,49,13,13,6,6,5,53,52,57,56,47,54,53,39,47,62,50,54,56,56,57,60,50,46,53,55,55,52,54,53,55,55,54,55,52,54,52,53,55,53,55,55,54,55,52,54,52,53,55,52,16831
T. Smith,18,55,73,83,30,74,72,55,44,32,50,63,54,30,15,8,9,8,9,47,15,59,35,45,11,61,43,54,45,58,16,82,50,16,44,51,52,54,30,33,55,45,54,37,30,45,33,55,54,54,56,38,54,37,30,45,33,55,54,54,56,38,54,16832
S. Naruoka,33,55,55,43,27,82,72,56,57,55,59,53,48,61,13,13,9,7,6,32,23,52,53,53,25,48,51,57,58,55,22,43,71,22,62,58,47,55,34,43,53,53,55,40,34,53,43,53,54,50,54,44,55,40,34,53,43,53,54,50,54,44,50,16833
D. Wishart,25,55,59,72,47,56,62,48,49,50,38,53,20,33,12,13,15,10,14,40,53,61,33,27,54,35,40,45,40,26,55,65,62,57,74,33,27,42,53,49,42,43,42,54,53,43,49,42,47,40,46,53,42,54,53,43,49,42,47,40,46,53,40,16834
J. Walker,43,55,55,22,41,53,64,38,35,16,17,11,12,12,51,53,48,56,56,11,17,56,36,11,11,15,14,54,22,22,13,35,19,11,62,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16835
A. Byrne,22,55,61,57,50,61,60,55,47,48,34,49,35,35,14,8,11,9,16,48,52,53,52,45,55,33,48,53,56,39,54,49,64,56,52,45,30,50,53,54,49,52,50,54,53,52,54,49,51,46,50,54,50,54,53,52,54,49,51,46,50,54,46,16836
R. Purdy,20,55,66,65,45,66,61,53,48,53,45,56,49,46,15,14,9,6,8,52,61,42,53,46,54,46,52,42,58,48,54,58,59,56,51,44,45,52,53,54,52,53,52,55,53,53,54,52,54,51,53,56,52,55,53,53,54,52,54,51,53,56,51,16837
K. Kakoi,26,55,57,56,37,47,44,18,35,13,13,14,15,15,58,54,57,53,54,21,15,33,21,17,17,18,8,47,20,24,13,53,36,14,58,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16838
A. Henger,21,55,68,43,25,32,49,20,31,17,16,17,19,16,59,48,49,51,57,18,21,50,18,15,15,24,18,55,29,18,14,46,31,17,66,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16839
K. McIntosh,23,55,62,41,41,39,50,18,58,21,21,16,16,19,53,55,64,54,55,13,30,66,35,17,17,32,15,49,26,34,15,41,44,16,57,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16840
W. Graham,18,55,70,68,28,54,70,49,43,30,37,42,61,29,8,10,12,12,8,56,17,63,31,42,12,63,50,49,44,53,15,65,63,12,68,50,39,49,32,33,51,43,49,35,32,43,33,51,48,54,49,36,49,35,32,43,33,51,48,54,49,36,54,16841
A. Argýris,23,55,61,57,52,52,54,48,48,45,39,49,28,38,5,12,12,13,11,52,51,57,55,32,47,45,31,49,59,53,57,62,60,58,73,46,31,47,55,54,45,50,47,54,55,50,54,45,49,45,46,53,47,54,55,50,54,45,49,45,46,53,45,16842
N. Baden Frederiksen,17,55,68,69,34,65,76,55,48,30,35,49,57,28,6,6,9,15,12,49,17,70,32,45,18,57,54,52,39,51,12,69,54,13,58,44,38,50,31,33,52,43,50,35,31,43,33,52,50,54,51,36,50,35,31,43,33,52,50,54,51,36,54,16843
L. Mulazzi,17,55,73,55,47,44,59,35,46,32,34,31,21,33,7,7,6,12,14,57,53,69,29,25,50,46,31,47,40,44,54,52,59,57,68,30,28,35,54,47,36,38,35,49,54,38,47,36,37,39,36,47,35,49,54,38,47,36,37,39,36,47,39,16844
F. Rohner,18,55,71,62,47,57,48,60,51,55,53,57,38,29,11,9,7,13,10,33,19,37,43,32,36,41,57,64,49,37,41,66,68,31,33,28,34,50,37,42,51,47,50,46,37,47,42,51,54,48,53,49,50,46,37,47,42,51,54,48,53,49,48,16845
A. Alesevic,23,55,61,53,52,35,64,30,52,23,28,24,27,32,11,10,12,13,7,61,51,80,30,22,48,35,22,50,31,38,61,68,57,66,44,31,27,32,54,45,34,35,32,51,54,35,45,34,34,37,33,47,32,51,54,35,45,34,34,37,33,47,37,16846
P. Magnon,21,55,67,64,32,57,69,57,48,56,40,62,38,42,6,7,13,5,7,44,18,47,51,41,23,54,38,37,58,55,37,58,64,31,42,56,45,53,35,41,51,50,53,43,35,50,41,51,54,47,53,45,53,43,35,50,41,51,54,47,53,45,47,16847
Marcos Lavín,20,55,66,31,25,26,38,19,37,13,12,7,8,14,54,63,51,48,54,14,12,48,23,9,5,11,8,48,24,24,14,31,18,13,57,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16848
P. Lewis,22,55,63,71,52,66,63,54,52,47,46,52,50,39,9,12,7,14,6,46,51,64,58,42,46,44,55,57,60,46,41,71,68,44,68,52,36,56,51,54,55,55,56,53,51,55,54,55,57,54,55,54,56,53,51,55,54,55,57,54,55,54,54,16849
J. Williams,19,55,70,68,46,58,64,45,49,44,32,56,27,27,6,13,14,6,8,45,48,61,38,29,53,37,38,52,45,43,55,70,67,56,60,29,26,44,52,49,45,44,44,54,52,44,49,45,48,44,47,53,44,54,52,44,49,45,48,44,47,53,44,16850
W. Randall,20,55,69,74,36,73,61,53,43,44,45,54,44,44,15,9,8,8,15,43,28,55,51,40,34,46,44,48,54,51,47,75,65,45,52,51,39,53,43,46,52,50,53,49,43,50,46,52,54,50,53,49,53,49,43,50,46,52,54,50,53,49,50,16851
P. Omombe,22,55,61,73,38,74,68,54,45,51,48,60,55,38,14,14,11,9,9,36,22,37,42,38,28,53,52,41,48,63,29,73,31,33,40,50,46,53,35,38,54,46,53,40,35,46,38,54,53,52,55,42,53,40,35,46,38,54,53,52,55,42,52,16852
A. Alkhaibari,20,55,65,69,62,59,73,46,42,37,31,48,31,39,6,13,15,9,12,49,56,63,49,39,48,40,47,50,55,52,53,67,57,62,58,47,38,49,55,54,48,50,49,54,55,50,54,48,49,47,48,53,49,54,55,50,54,48,49,47,48,53,47,16853
M. Battistoni,22,55,62,61,56,59,81,57,55,47,41,51,29,40,15,6,11,15,9,50,43,61,60,31,52,47,35,47,65,45,58,62,51,60,46,42,29,50,53,54,48,52,50,54,53,52,54,48,51,45,49,54,50,54,53,52,54,48,51,45,49,54,45,16854
K. Lynge,26,55,58,63,27,59,65,54,43,32,35,53,58,31,6,12,12,13,9,54,17,67,29,53,12,56,51,52,42,54,16,63,55,14,56,46,45,50,31,32,53,44,50,35,31,44,32,53,50,54,52,36,50,35,31,44,32,53,50,54,52,36,54,16855
C. Kahraman,18,55,75,76,47,75,82,61,48,46,50,58,46,45,10,13,10,6,13,38,49,55,57,43,49,42,38,48,60,53,44,69,53,49,40,50,41,55,48,52,53,54,55,52,48,54,52,53,55,50,55,53,55,52,48,54,52,53,55,50,55,53,50,16856
K. Chorążka,18,55,74,33,26,33,33,18,39,11,14,5,9,11,58,55,48,52,60,13,7,49,24,6,9,15,4,35,29,23,13,15,16,12,50,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16857
A. Edwards,19,55,68,72,48,64,76,37,43,44,32,57,33,30,16,14,8,10,10,42,54,57,38,33,53,42,42,52,45,40,57,71,62,55,48,40,29,46,51,49,46,45,46,54,51,45,49,46,49,44,48,53,46,54,51,45,49,46,49,44,48,53,44,16858
M. Ludden,27,55,56,61,52,52,72,48,43,55,58,51,27,57,12,9,9,11,12,47,54,60,48,36,52,32,47,50,54,51,53,66,49,55,49,51,40,49,52,52,48,50,49,54,52,50,52,48,51,46,49,54,49,54,52,50,52,48,51,46,49,54,46,16859
F. Ross,19,55,71,63,45,71,69,50,53,52,49,57,32,38,10,8,13,15,16,34,49,59,50,31,43,48,48,57,56,28,47,70,55,50,45,54,36,52,47,50,50,52,52,52,47,52,50,50,54,44,53,53,52,52,47,52,50,50,54,44,53,53,44,16860
R. Boot,22,55,65,59,33,61,61,17,38,14,14,15,12,15,55,53,51,53,54,22,27,69,42,14,22,22,16,53,21,14,15,56,40,26,58,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16861
J. Moder,18,55,75,41,58,62,57,55,52,42,41,53,38,36,15,14,14,13,6,49,41,62,57,49,45,40,47,51,63,59,49,58,65,54,76,47,33,52,53,54,51,54,52,51,53,54,54,51,52,51,50,51,52,51,53,54,54,51,52,51,50,51,51,16862
C. Senior,20,55,67,84,34,62,81,52,50,46,48,58,49,42,9,11,15,13,13,38,23,33,46,34,25,51,50,34,48,51,32,82,50,25,32,48,40,51,32,37,52,45,51,41,32,45,37,52,54,49,54,43,51,41,32,45,37,52,54,49,54,43,49,16863
K. Muskwe,19,55,70,75,28,72,46,52,47,32,38,54,57,30,12,11,9,11,14,46,19,61,28,48,15,61,49,54,43,50,20,76,49,11,72,51,38,52,32,33,54,43,52,36,32,43,33,54,51,54,54,38,52,36,32,43,33,54,51,54,54,38,54,16864
