,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12
3690,c4d8df3d5b3365cf5f479d353ec270001aa79de796a7368e83eeb50b9a3b9b1a,0,2482,146,35.0,1,400.0,0.0,507.0,1.0,20.0,56,38
1879,19b2305dd1295d30b0dbc7df662ba4be007375510c3a42bb11b98a9c04e376c1,30,2630,300,29.0,1,575.0,0.0,486.0,13.0,1.0,56,38
2981,12f55e2f74eada6ebba9f65d474fe2818935c00c897d8453fead5259a72004e4,133,136,300,54.0,1,550.0,0.0,485.0,16.0,128.0,56,38
2491,99022f46077ad8de755ee1b09b198a9948b225ee5f40ec6f48b7c52fb0c8a1ad,0,1295,222,68.0,0,0.0,0.0,0.0,-999.0,524.0,19,41
791,e475bca2f45aaa9f6bf4ce3789cc8e2314ecb20b040f230b3f7f843eaf92ba4a,30,3182,59,37.0,1,650.0,0.0,684.0,169.0,0.0,21,19
2030,d69ebea9eccd319953fffaea053fe76f533d6073957814540e81aaac426f314e,30,933,249,36.0,1,838.44,0.0,723.0,103.0,138.0,56,38
1307,578d896845e19a85cdce74d500eb1c421e9f7f3e8bb95e631d4f65bf22f7037b,33,3374,83,56.0,0,0.0,0.0,0.0,-999.0,2.0,16,20
3062,fab0678a1187e7c21f849d0b7c80f2abbcf9082433283445bfdc6c2b9df37b23,40,1815,256,44.0,0,0.0,0.0,0.0,-999.0,8.0,56,51
3731,653d472ffdcaffbada5a244f3fd7ccdd5ad8b4a86dde72e162040e1886f929f9,0,3564,321,0.0,2,1880.0,0.0,946.0,164.0,851.0,81,72
901,2a7a5b5feda4872eb1455b2a5a40f432b13e5c5111c830426f6125e0e7358a10,0,3219,59,27.0,1,449.98,0.0,662.0,36.0,38.0,21,19
4386,36a3498ee2733286d6169e2db8254a2ef991d47d71b7e2a62a6c2c4b9722bea2,186,1130,17,27.0,1,700.02,0.0,615.0,14.0,0.0,55,61
4312,e5b693b87e8be4960d75abdff3f09ed2930fff861afd91ee3e94f06c49792936,0,1529,70,28.0,1,800.0,0.0,884.0,25.0,605.0,56,38
775,422a7f350afe6c9d5ac63b54530c8adddcf7cff0cea5c0e9743e2d2978439113,0,592,146,38.0,0,1075.0,0.0,950.0,32.0,99.0,56,38
1116,53f507e6eb7e2983274f3b2b143c0345028f1e1d6717e8abd5a9bbc95526765a,30,3242,135,55.0,1,1600.0,0.0,688.0,113.0,2.0,56,26
3865,f3ee16d5c95c7de36930d59b04f816f99c93e1af7918141b88a60db1ae6827a5,30,1279,10,32.0,0,425.0,0.0,394.0,98.0,7.0,56,38
976,0a731037aff0b22ccd4df78d973bfcfbaff41c937bce0fb19016742ccb784087,0,2382,81,55.0,0,0.0,0.0,0.0,-999.0,474.0,21,19
2512,c8125bae3fd73d730b0c6c5687549c2ed91ee41aa133cd0e0ff62c5de3b7948b,33,27,300,60.0,0,0.0,0.0,0.0,-999.0,2.0,56,38
2552,0aab356adcde39cfb49de63bef1e88eb73d6293108e286a1060b515b1ed21ee3,66,1815,146,57.0,1,800.0,0.0,711.0,344.0,106.0,56,38
496,8cdf60176387d06f86e3763c2e30a274d18cdc965cbb4a2f255095e4c9eb868a,5,1694,222,42.0,1,0.0,0.0,0.0,-999.0,393.0,19,41
3685,17673138cc3432d1ff365c957c947bf3e6b25142704cd9876da0484adc7f290b,121,3564,277,35.0,0,1000.0,0.0,726.0,-999.0,191.0,42,33
4960,7b4f6c5a5f0687370848ac96b4ca8f4686c8c716fe1d7124f51154763edd06f8,63,923,19,37.0,1,1556.0,0.0,837.0,25.0,164.0,77,3
5808,612f756c41efed0d6e90d904229de75dd3f7715b33d24ea3d3c612c82f8c1850,149,1815,300,64.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
888,d03b3ca3d80df6fa28319f57eec7de72be4b7df7d1fa0e1841b3bf6263657114,0,1346,249,29.0,0,0.0,0.0,623.0,-999.0,0.0,56,38
286,c41a11d376ccdffafeb1414906b7c46cc91cea0e682615abbbf9962ba2f8a00b,0,358,267,32.0,0,0.0,0.0,589.0,-999.0,558.0,56,38
1081,0b6c2cab09d3e29e892bda038f8e95d08a9696d6f1d0fa225f1176966c70ddba,0,31,34,77.0,1,0.0,0.0,0.0,-999.0,786.0,56,51
4857,42e34b4fe3bf27bdfd06af81d74f5b8c150f548fa1526a4c438c018a6043c342,91,925,300,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
614,33065518d920240e585238b8d93aa2932209e6bfbabf8da6d4cc82614f664e78,0,742,61,25.0,0,750.0,0.0,560.0,13.0,452.0,19,41
3840,9542c0f59018ec92b6f855a82b6e22255a403054a710da02ecd286066e77a1ee,0,3186,229,33.0,0,0.0,0.0,0.0,-999.0,497.0,56,26
334,6ca141e1b34dab0965cccba164b8b761c53767478f574231663b7c59bf825c6e,0,522,37,39.0,1,4326.0,0.0,715.0,32.0,388.0,56,38
1962,0bb3fb791e92713b4b12067fe704621456f7f462cd3b52b394b7fc2c4488d3c7,0,1308,201,55.0,0,1273.19,0.0,832.0,197.0,303.0,39,17
2627,1445f06404b73cc3a415c8809f665365b2b68b0d85f62507af3a6a8fdafdc565,124,3564,146,57.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
731,805ddfdd09fcf3ba7ec7e1685cc91b6fc6e331a73c6a6e0aecf8a29c621808a2,0,2069,146,75.0,1,0.0,0.0,0.0,-999.0,441.0,56,38
4408,6df187bcfd84bdc19a8ebbf57f3b5d2d28827f750e8d135f5bb0ea40c29243dc,0,2541,106,29.0,1,0.0,0.0,0.0,-999.0,313.0,56,49
5004,3d4a15bffc8b5f946f88e4ce73e49d95af0260fa46a70f3008c49236a6d281dd,0,3541,37,34.0,0,575.0,0.0,0.0,104.0,91.0,56,38
2864,0e3df2cf4f4a1044c39f270904e250bcb1434e9e1cf1427d791cd5ad8fbd38f0,30,3501,316,48.0,1,620.0,0.0,512.0,168.0,0.0,56,2
4874,b470d8ca27c6dafb71a9e5bac062b514a057211749c39edacb3c1a4b649a0ba9,40,1812,52,45.0,0,0.0,0.0,0.0,-999.0,7.0,77,54
2525,f264248a4c157e59cc00a02070e63ebcf6cb448217e77f5c9386b0877b690a64,35,2055,26,77.0,1,0.0,0.0,0.0,-999.0,35.0,56,26
2022,4e706075fb229c23a7178421aec39467ae6f612622fa5f8fa8a687caa99ed0ef,0,842,115,39.0,1,557.44,0.0,685.0,152.0,459.0,39,53
287,45e702cdf49c236dda4209bd04996f61b3a25c3f319d003f83453073ebc1c6bd,0,3000,33,31.0,0,0.0,0.0,0.0,-999.0,463.0,56,51
4165,9d779c1e3b54beac9589f3bcb55de10adab4032d409b5edab64f9736e446ea1f,96,3285,167,29.0,0,0.0,0.0,0.0,1423.0,0.0,56,38
5837,4cdbd902240798c383605fb355e078adf2970ced902e9c8ebe012d098482c1de,0,1542,35,33.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3178,f2960011c14a6b25a8e8405ddd8d37e8e3e431a02d7925f5fce9358715a7e9fd,0,1815,37,46.0,0,4246.33,0.0,828.0,103.0,371.0,56,38
3931,dd28ed084726d49ebe62a158fa86dbb0b184e961b251570acc8c11435502e76c,0,3564,211,32.0,0,975.0,0.0,594.0,30.0,226.0,56,51
1949,0b155e848dd23f6290186a002c56ca63e59c6b032a73a7f85c9a3b6633df3bb9,0,2479,82,52.0,0,500.0,0.0,744.0,55.0,587.0,56,38
4258,ec10a1c994ee8a860c14811d230a16a06c84ef570eba595e34b91647209e054b,0,166,146,28.0,1,630.0,0.0,437.0,21.0,452.0,56,38
5069,ca2469b6ae439ec443e6c04123c5a5cd8c23c7a2faa1664ead6e73e0ad208a3e,15,1427,285,29.0,0,653.12,0.0,748.0,25.0,142.0,77,54
1122,31c120e6d37ed9a1b05a0bbbfe0c513661415cebb5463a2249be67aa1706df34,0,3470,65,55.0,0,500.0,0.0,786.0,211.0,491.0,16,8
73,da4c1cde10922656a6a965f94ad8d62c3950172b9d45f911282dab533ed26e82,124,2850,35,28.0,1,0.0,0.0,0.0,-999.0,231.0,56,38
3675,cace43c890d67a767423ca480622b79c799441158a1ca220da69700b78fb312a,0,1335,300,35.0,0,0.0,0.0,0.0,-999.0,41.0,56,38
3983,34f11592de531871f033e2626c36a2310ddb52741251669e3eec08896caaf121,0,995,300,31.0,0,540.0,0.0,627.0,24.0,123.0,56,38
4199,1eb77326eaa035de28a46b842e20bb7cad136272a4f7a2df0d9613722d406ea3,180,1815,285,29.0,1,770.64,0.0,531.0,72.0,0.0,77,54
4593,51e979d4c6dcae96201dd81483ee957daa578d28bbf18b73fae765f9489b97b5,30,1510,34,26.0,0,717.0,0.0,400.0,35.0,4.0,56,51
2868,11759e5a328fd2a24f40b8935a1e1f4d4ede4b56bbebe183451d06d53efa6681,0,820,167,50.0,0,2202.0,0.0,970.0,253.0,601.0,56,38
469,e485dd76d6e532cfcd51c8ef954c3e761ff793e42796375f5a70f9971f97af56,0,27,2,76.0,1,0.0,0.0,0.0,-999.0,538.0,19,0
3248,a7f0d9a0b4563135ac56d26851699dd6e57496458cca171e588455326802f78e,30,2772,167,42.0,1,742.56,0.0,652.0,12.0,70.0,56,38
5719,13fc2e93ad0da9730593d8b096f556048aa87418b795c0a2a89173d1f8183339,0,1226,29,36.0,1,0.0,0.0,790.0,-999.0,895.0,21,19
1616,e3f21fa37e0766bcf65ff1665311a0d62ad8e4dd2736fd42e6c6965e85f21f12,0,2019,277,41.0,0,0.0,0.0,0.0,-999.0,481.0,56,38
203,11cd8c5dbf19a61069f5cfbbbe55a7d6b869c136838244e686988dc86b215704,30,2921,316,24.0,1,0.0,0.0,0.0,-999.0,2.0,56,2
3601,84c30bf58d796aa589cd95612175b9a846c520de7d5704e9f5f52197d8d64f04,0,297,267,36.0,1,1200.0,0.0,702.0,102.0,189.0,56,38
3471,a7d6747f20040f486c11326d63db768af0c9e4286ab10013f8a3c1b026a3b6b3,60,3383,17,38.0,1,2025.83,0.0,577.0,89.0,0.0,55,61
512,cf8087683de1f5ced6b43be0adf98d34b12140d26c567983272fe9707b98f2b6,0,2888,2,37.0,0,700.0,0.0,782.0,28.0,436.0,19,0
2816,055ff05c1b12355c46555a143f65aed3f0060be9f3811be7727a5befe93a5568,5,1463,316,48.0,1,780.0,0.0,772.0,32.0,403.0,56,2
3592,96d7ddd07c4bd01ab025cfc2f02f9b77144005042cfd26bea28da0b9c7a438ff,0,2559,10,36.0,1,8500.0,0.0,975.0,70.0,637.0,56,38
1659,8a35a25bc4bd5b680aef27051f75307931ff2ed22abaafe713bbdcd1cfe1d8ac,30,2084,83,26.0,0,560.0,0.0,829.0,18.0,41.0,16,20
3268,b26dad0f35acc20fb1efa9ec0a70b63c2014a2cb30495e9ebdaa8d0e6cac0a2c,5,698,146,41.0,1,0.0,0.0,559.0,-999.0,27.0,56,38
5158,e5397d84ea3c2639d562f1615cc247bbd119153271c2134b01ff53ce466f6388,33,2234,216,49.0,1,0.0,0.0,0.0,-999.0,0.0,27,72
1296,65871fcaededfdaa0e1d73eea9d8f94d53c090bfaabd2468c2e9e879214cc926,0,945,88,43.0,1,0.0,0.0,0.0,-999.0,540.0,16,21
1084,ce86ad56bdc87449cbfa37b01447787dbe592f946f6e03a0a1b38c3871f076dd,33,1424,83,60.0,0,0.0,0.0,0.0,-999.0,566.0,16,20
1038,8a441a23b404e45b0b60b122ddd5aa9d16dfe3d290f9abf0f696acc2c4574f8f,0,24,167,66.0,1,0.0,0.0,0.0,-999.0,524.0,56,38
5530,a5f4ff9a923baa93fc99602d8a775746abe981d9c3cdf081727513424963514d,0,3410,10,36.0,1,0.0,0.0,723.0,-999.0,813.0,56,38
2467,af0843d753f3d8610cc9f53e9f2a82213ba715e4a40f8b824ac5e600615aa899,0,1815,144,61.0,1,0.0,0.0,0.0,-999.0,402.0,56,51
283,266d8fb5b62e61f6a9eeddf567666fb56504eb63e76c3764c4f6fa6594519879,0,3140,256,50.0,0,0.0,0.0,0.0,-999.0,0.0,56,51
4351,d4be52126faebf2bfe468e077532b71745870fcf1a29d772fd587f68add08a34,30,2971,300,27.0,1,600.0,0.0,648.0,68.0,1.0,56,38
3600,bab9c7f94f2074011c13e286c4da5b637e978a30f28bbd7772314043e30b1fd7,66,3446,239,36.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3298,90918b81bf12eef6971eb6426b6da79dfe9895378c7ff4b1bcfcf1360da6dd02,0,1198,167,41.0,1,750.0,0.0,639.0,42.0,11.0,56,38
2391,6f1d0c531e123093230d30d19ad8afc9b006bc6372509ea9e47a063fa18989f8,31,3148,267,36.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1255,652c0a52fd3c4c8f4036d4b7116d2b7b129239aec39f6adfbcc6d6d3a75f1aeb,89,3207,300,46.0,1,1063.54,0.0,597.0,199.0,111.0,56,38
243,c93cb19b58a746231f9882c1a320d4eda8e01266eee7d5bf56071b2fc1e4fc27,119,918,267,35.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
936,38034aebb616645357ace4be991c76e7010f73a3e9862f9936bc7f93d5bb1094,180,2110,44,25.0,1,624.0,0.0,0.0,15.0,136.0,21,19
4748,f3ed16ce08d3f9da51b9e8d3717532dd98c030983995772d7613d1adbbdde9c0,0,454,256,50.0,0,0.0,0.0,0.0,-999.0,0.0,56,51
3222,dba85d99767a04b270055326fe71f49c47caecd3d9393b84d962b3b866ed610c,0,617,204,44.0,0,520.0,0.0,772.0,29.0,96.0,19,36
1756,4ee80cd8ed5bfcfad0fdef6687ffced5e9845c8ef9c9da821698f2ee8cfcc6fb,30,1757,70,23.0,1,671.84,0.0,0.0,24.0,0.0,56,38
1267,5021c95367c95e61b6e6f674d5cf4d939d012a64e3ebe262a2e9675659dfd8cd,71,3498,138,46.0,0,770.0,300.0,767.0,141.0,390.0,16,16
1251,a476ed124827a447976923d0563ac4f4d77f946648c1c3296d0f6743d9997197,0,2401,40,46.0,1,4204.16,0.0,716.0,306.0,134.0,16,6
5080,62a83ae8bce80fd9d5454b69d7de17143dc09fcfa4264011f4494e38007b8e01,30,2115,167,27.0,1,1200.0,0.0,740.0,45.0,176.0,56,38
2331,62c14519d10edac96cb03bdb7db34d4dc19e69e966740eba3ee61a3b8d9ad28e,5,3216,267,64.0,0,0.0,0.0,0.0,-999.0,169.0,56,38
4576,e5d52517d1df433d64794d8c8a2a7692f966c5b0561fafefb35795b5b6b2d2c5,89,1741,49,25.0,1,0.0,0.0,395.0,-999.0,0.0,56,38
5594,2b5dd32f8ab06d2bc1255f9b07b5ea1b712e5f41a172ed260505b19bf36a0057,0,350,239,30.0,0,0.0,0.0,0.0,-999.0,693.0,56,38
2899,f1bdd425d907ab49a57836079e909597a41d375158ebce9abac36e9eb3532bef,0,1497,221,46.0,0,580.8,0.0,851.0,68.0,93.0,56,38
3201,83cc49700165241f901e5d673199c30708d6d4a2da507c967ef1b77aed8ce784,119,3508,100,56.0,1,0.0,0.0,0.0,-999.0,0.0,56,26
146,a197b14e0fb8d097466e97d0811746df8f9f3252cb61d7261af902013b3ac876,0,2810,88,29.0,0,0.0,0.0,406.0,-999.0,544.0,16,21
1689,6a704a58ed634999ddd8ef91df85dfae24f9f9a274667b6b3c1841f403d9b05b,163,2245,150,25.0,0,1500.0,0.0,781.0,32.0,89.0,16,8
776,b92a8a1ccb8a0701bc6f2669d5743d19d7195425da7e6ff908081ed470b4a3af,59,2176,243,38.0,1,568.2,0.0,678.0,30.0,210.0,21,19
2987,e19612ebf7a0fea5819b9007ff7317d0a2035217d80ecf38809b298e7e1d0198,0,161,146,46.0,1,0.0,0.0,0.0,-999.0,582.0,56,38
2109,d132bfe87d6955b14d9b059d6ec3f58717db315b3c87f05b3914147a082e0cf7,0,1978,35,25.0,0,635.0,0.0,869.0,19.0,398.0,56,38
1175,b1f1fa8942a5cfd352133c3643589e8cc40ea717241934586a960570907e3b85,121,1060,167,51.0,1,5000.0,0.0,651.0,123.0,247.0,56,38
2571,ddeb432f1745bf55a900de9a5fde9c40145a7d2087b1a3a33b49c35884c159d1,0,628,35,56.0,1,0.0,0.0,0.0,-999.0,406.0,56,38
5666,d9f6bdf6c0fce91be7fe80afdcae0cb5fd2c38e419e58503902d83ea74ad8cc5,0,2312,267,48.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
4401,39f958a27782f4fa278faf76fd7367db0d559e969aaa63bc6105ad9c95fb8029,60,728,300,27.0,1,653.12,0.0,443.0,13.0,0.0,56,38
983,17e8cd748b1da4afcd52de41fb883a15b6568d8f3c6b3638a5a7ded28d2e30e5,181,2466,222,55.0,1,0.0,0.0,0.0,-999.0,0.0,19,41
4942,de106441494387ca8746f386ee50a0883f08f5bc1930c3886f355e6877122161,0,572,285,39.0,0,1224.0,0.0,767.0,17.0,290.0,77,54
5752,8cdfdb66a8e9fb0528f3506c820905bc2afebfd1070998787a02df565ec49328,30,2385,213,37.0,0,5000.0,0.0,606.0,119.0,110.0,56,38
4553,ffa6aab4f6aab453953465ff09608c5a626cd90e75035cefe9cd3a982e421ee7,0,1610,49,25.0,0,823.84,0.0,660.0,14.0,0.0,56,38
1433,bcc7f9cf65fead1a48674a2416c3385ecb84367d391ce7931614d29e0d1b7949,0,452,145,36.0,1,1124.56,0.0,845.0,85.0,686.0,58,2
962,9405764191eb61c63555fae24cc3144a3596f4e3e231ecc19d6f4ba116afd66e,270,260,219,24.0,0,601.12,0.0,567.0,75.0,0.0,56,38
4695,58e8551aeb777c2adaf903eab628d3f3859283cf4a132239924a8269b60f86fa,59,373,17,21.0,1,525.0,0.0,740.0,40.0,155.0,55,61
5525,4bd91e79fdc6447c672ef8a5f2df1c409d7e14333f6df471f0c40a6372385320,0,469,239,44.0,0,0.0,0.0,0.0,-999.0,301.0,56,38
4644,6c30f6f0d5510d81a606e3c54e4c2fc6d7e330996fa93acafb8325e5755fc538,91,1005,37,23.0,1,650.0,0.0,696.0,14.0,0.0,56,38
5481,58d414841fea120f593856a4bb829cf325a02619f3188c7e34e98b7a34f8e62e,0,960,267,30.0,0,0.0,0.0,0.0,-999.0,83.0,56,38
1366,d74ec3cec34ba80192383d4d0dfdb2645cbeb94ad41245a085aa77bd5cce301c,0,864,100,40.0,1,1866.0,0.0,606.0,30.0,463.0,56,26
5568,4ef75a77b957b7d07b91417fd654bc49144eaca66fb272fcde84e55b9637f0ce,333,2145,35,46.0,1,0.0,0.0,0.0,-999.0,104.0,56,38
5802,7ed8689393b2b10f39b8fb1065a4d57e97999b64c926390dbb2b2181489a68a7,30,1815,10,46.0,0,0.0,0.0,583.0,-999.0,114.0,56,38
5498,4913a6353f51c9d4bb94b1432344b49f1f1e97cafccbbd2a57e931d2e0c7b0fa,0,1518,267,54.0,0,0.0,0.0,591.0,-999.0,797.0,56,38
3315,25b47084a9fe2db819a45ab5a7edc4b3d56b9b78b30f9612e1808fc59a216eb8,0,2560,27,40.0,1,2050.0,0.0,755.0,75.0,197.0,56,26
3391,8263c28b1f14264540d3d6f45e4a47ebca99ebeabd6cb6eeb244c149e871deed,0,3564,34,39.0,1,675.0,0.0,765.0,83.0,147.0,56,51
4598,59413d678360368767faa3b8a7a4bcd93d2a77e829e91537d1291d36e1524b08,30,338,219,25.0,0,2300.0,0.0,467.0,50.0,20.0,56,38
353,7813fd4c89b15f82d319adad555d55d79a5c225bf1b3477e9b1d2697d4fd0b83,33,3060,9,67.0,0,0.0,0.0,0.0,-999.0,261.0,1,72
3639,98e04a5fec01291fd9cdd4eaee26e9520b241b5be7c5b1b8a781762aa47ad3ba,0,2937,229,35.0,0,800.0,0.0,401.0,54.0,6.0,58,18
5193,626c3bf6895630b33b7b4821da71ddeb937dfb5265844cbdc3f9bd59a08dabfd,30,1788,267,39.0,0,1583.33,0.0,764.0,-999.0,247.0,56,38
2328,03fef3f90ca9016f473dd721f50f3690732d234cf42e9f3a0ab9ee480431994a,0,3564,146,62.0,1,0.0,0.0,0.0,-999.0,371.0,56,38
3128,0e2571d20e7c21863729d9b438b9917ba8c90eb9e33e541130585ef3631e19e6,33,388,82,47.0,0,0.0,0.0,0.0,-999.0,1.0,56,38
505,133d4b37b1d4eddb32193b66c997f0a35d311e3e6809a68806a57fd2e2a4b61a,0,617,26,39.0,0,488.8,0.0,630.0,57.0,71.0,56,26
1967,7930b3c493df0f6e983767e817ea0d8ba9fae63fe3e7852aa6606752bdaa10d6,0,1815,73,54.0,1,4000.0,0.0,438.0,-999.0,650.0,39,17
1235,e8dc8bd0d8267b26c61ffe602ff76cdce1af34d7a781baa87dc4070fc3ce078b,0,3450,83,68.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
5587,3b8260b2a21971a076b9510a84731a125124c1ad374847ff49672ae69a761cca,59,1345,219,27.0,0,0.0,0.0,0.0,-999.0,229.0,56,38
4203,23c095612bf44a4481e7329341d212af5e55aad190a87034d4357c8563ee697a,60,1223,213,29.0,1,376.48,0.0,663.0,29.0,0.0,56,38
812,4d63907588ca69ff0e7ac3b9afb8c7039a34787eed7da290b08e04b1d101a999,180,3237,44,35.0,0,568.18,0.0,488.0,29.0,128.0,21,19
1664,08d71664c7f4fce47956e218ee5c60f0697ce461efc758b8adb7b14b7342d11d,121,973,17,26.0,0,575.0,0.0,700.0,83.0,0.0,55,61
3870,fcb7f9efbae5612d89ae3b3580bb601d8c6f41d8d4c745120e813eaec07b5b8b,0,3075,300,32.0,1,0.0,0.0,0.0,-999.0,322.0,56,38
35,b0eede9cc117b75ea94b45858bd3ed01a98f117f4ef0e826df7f6b714dff8b26,635,3483,318,57.0,1,0.0,0.0,0.0,-999.0,0.0,78,72
3764,247974632d139c2c3a99d0ae5ad51e64f56851241db0fa048598a49f2b4a78bb,60,3206,267,35.0,0,526.1,0.0,853.0,106.0,500.0,56,38
1561,fa5b776dd6a90a56add1396f58e80610e750fbe63c7c28a3993c80a74e7e3f68,0,685,37,31.0,1,1100.0,0.0,701.0,70.0,267.0,56,38
455,d6b85c3731a32faf9dc32f705f8055cd5931a69ef3be7e3034363f0e251e73d7,0,2094,17,42.0,0,2385.42,0.0,697.0,162.0,159.0,55,61
5467,9616b236118ab1933de67310707256142127d055f558342573bfb0ad4be20f6a,30,476,267,50.0,0,3150.0,0.0,0.0,68.0,416.0,56,38
3194,99cdae6bc2316c716842756ac207c0bfd161f35f0e85682a690f93b472344741,30,2479,229,46.0,0,500.0,0.0,705.0,62.0,0.0,56,26
818,0a156a019b49d3ce94f6965ff1ca708d43e6afd5628fe05bf70cce5628a331ff,30,2816,259,33.0,1,380.64,0.0,430.0,39.0,70.0,21,19
1258,91d4a557a219c3ed2d67a3819573cf0d27257a6de402076e2706d2cf0a0b2867,110,3564,35,46.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
3847,a1ca77eecf1950276e3041a57638bdbd7ece30c3f3b292fee66b168cbdd07377,0,2967,140,33.0,0,825.0,0.0,701.0,84.0,539.0,58,18
4799,6b81118eee8c38047674a4f7b8abeba1c9c2c8f818ea099670554bf59889e49d,0,1438,10,59.0,1,2500.0,0.0,818.0,357.0,463.0,56,38
1149,b6c1f69e9b63873306e1b5e26c42e73a37c459ec7a0d97d98895db1520748670,0,2899,213,52.0,1,400.0,0.0,855.0,36.0,324.0,56,38
1273,79646cab8fddc16e2657e6b975a033a0ec33a7ca38af14f50bda35674156366e,121,1815,83,45.0,0,1839.25,0.0,667.0,143.0,109.0,16,20
5655,913621c879126b1c2ba3535b2946fcc1c1e3c8fb66344a036971dcae90c9213e,0,835,27,54.0,1,8000.0,0.0,689.0,269.0,418.0,56,26
2736,edfd888d5d5b2068c3bdeca1763b1f31c754dcd07a02763df0a73811a6153cab,10,3035,146,51.0,0,0.0,0.0,0.0,-999.0,208.0,56,38
3960,61c84ea71ad65b5d849f16756d94e8b1f48ae48a1a8db904c0f7aee5fa9b5923,152,1815,146,31.0,1,825.0,1000.0,0.0,107.0,0.0,56,38
100,2304e8f6e52bc033bf29bb1bcd0d0637417a013100e046ace6c1948f3641b308,0,2375,67,42.0,0,0.0,0.0,0.0,-999.0,0.0,6,63
1293,269435ceb5f07cb6b8504be536f9e4272ee8a1bb9f8038d7fcb55dc4be9c3526,33,138,256,43.0,1,1800.0,0.0,975.0,126.0,4.0,56,51
5539,df12bc1bec182446b8138e1372514a15f53d46438778a965fb6b80e05ad29f92,0,2563,10,53.0,1,1715.0,0.0,0.0,109.0,164.0,56,38
2339,6c75bbc7d0e9fdef69e1fa503c26e685fd8ef60595e38b9cadead10c852c0e96,20,2370,219,65.0,0,0.0,0.0,0.0,-999.0,106.0,56,38
4228,14c2c5369af087cf26213d6f452cdc5d9a7b89fe10947308cc030500d7fdfe0f,30,1365,34,29.0,1,750.0,0.0,798.0,45.0,0.0,56,51
4939,e2e739e89b7202490f2f816271e61151e8e3d7eec2cebe2d7e650a31047566a3,0,1243,52,47.0,1,336.96,0.0,844.0,128.0,504.0,77,54
3556,92f12b7f62a70247a21db70a89ad2df003caca40cb5e6ec1d8801d96e78b8013,0,588,37,36.0,1,4000.0,0.0,975.0,65.0,790.0,56,38
1798,947f111304b87b71fe6956aee94911731fcce2e91d385d0925ffca7c73a43983,0,1815,83,67.0,0,2109.16,0.0,765.0,159.0,482.0,16,20
1046,f8a977a840175b1ca778cc3f40e9282b2e1ea57c72b6e97a8f831d2dc992da31,0,1815,83,62.0,1,2077.17,0.0,503.0,206.0,624.0,16,20
2468,ac58671f8116506105558959c10c23094e79bbc8e763fb61ec07b1babdc85d9d,133,2681,277,61.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
548,d1aef7763109a726563c0d89e220669dce214f47d8009ae657491cd1397cabb8,30,849,181,32.0,0,488.8,0.0,799.0,59.0,1.0,39,17
3836,10363d13a805026139ff357a2922770ad6565fe98e87e7087dc882a06c547587,91,2608,70,33.0,1,558.13,0.0,543.0,39.0,0.0,56,38
2728,34169cc03e2a5163e3738f677cc4e1484fb2b7a7b844b0e49a821641eeaf1be7,0,834,35,49.0,1,0.0,0.0,687.0,-999.0,455.0,56,38
5489,c1a4b4891a2fded81a738a507ffe3ec34fa98e194997804e5f3a49bdb007a0de,180,1597,267,47.0,0,0.0,0.0,0.0,-999.0,399.0,56,38
2444,e14b27d09d4a56d185aa3b797e48029810d5c98fefd998c5d743a47c0d954dca,0,2375,219,69.0,0,0.0,0.0,0.0,-999.0,730.0,56,38
4414,260b3129405b004e0d940be42b05ed373c8832bd0394ebcf3d459fbc619beb73,121,2479,17,27.0,1,500.0,0.0,604.0,25.0,0.0,55,61
829,5c29ef6d0523ffba13d3b2561a576b4d82539d6476c6fe8d5b3f0b008b2a11e2,89,578,81,33.0,0,2350.0,0.0,824.0,-999.0,159.0,21,19
5448,51decf4888bbd170c070138c9e72cf21f9bcca77b58d2cec16c8b884d5b107ad,0,238,267,27.0,1,0.0,0.0,793.0,-999.0,282.0,56,38
671,60c42889b3e22bc6cdfdecd69dbcba779143bfe2e50d33697e0b596a8595199f,0,2062,37,63.0,1,1943.02,0.0,0.0,127.0,377.0,56,38
4834,9d674694de08d4ae867cc6fbcd2b5090f207d0d0e434120c36476fa0111e4d72,66,3564,300,49.0,1,0.0,0.0,0.0,-999.0,175.0,56,38
626,55485c7f3ba57e93f5caf951a369b46ec11869714e4e38da1708f81995fa5f6c,0,1859,167,68.0,0,0.0,0.0,0.0,-999.0,843.0,56,38
5872,e7d7c4e965220beb6b1cc61b2398c4dfb1ececc940b2dd0c7619f28cd7c8b55e,0,3473,146,42.0,1,10000.0,0.0,903.0,219.0,519.0,56,38
3507,cf0452e3972f61a735f6d9e62639b16a7771dc2873223fd17dc9be3035a70536,89,1938,146,37.0,0,0.0,0.0,0.0,-999.0,190.0,56,38
