codCliente,rangoEdad,rangoIngreso,flagGenero,flagLimaProvCliente,ubigeoCliente,rangoCtdProdAct,rangoCtdProdPas,rangoCtdProdSeg,flagBxi,saldoTcEntidad1,saldoTcEntidad2,saldoTcEntidad3,saldoTcEntidad4
22031,Rango2,Rango3,0,0,122,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
27261,Rango1,Rango1,0,1,277,Rango1,Rango1,Rango1,1,,,,
6490,Rango4,Rango1,0,1,274,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango3
23861,Rango4,Rango1,0,1,277,Rango1,Rango1,Rango1,1,,,,
20327,Rango5,Rango5,1,0,176,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3210,Rango5,Rango3,0,0,381,Rango2,Rango2,Rango2,1,Rango3,Rango1,Rango1,Rango1
20559,Rango2,Rango1,0,0,185,Rango1,Rango1,Rango1,0,Rango2,Rango1,Rango1,Rango1
11252,Rango5,Rango6,1,1,276,Rango3,Rango1,Rango2,1,Rango5,Rango2,Rango5,Rango1
14752,Rango2,Rango4,1,1,276,Rango2,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango3
6062,Rango3,Rango5,0,0,185,Rango1,Rango3,Rango1,0,Rango3,Rango1,Rango1,Rango1
28599,Rango2,Rango4,1,1,269,Rango1,Rango1,Rango2,0,Rango1,Rango2,Rango5,Rango2
14905,Rango2,Rango1,0,0,31,Rango1,Rango1,Rango1,1,,,,
23559,Rango2,Rango4,1,0,66,Rango2,Rango2,Rango3,1,Rango1,Rango1,Rango1,Rango1
28414,Rango3,Rango1,0,1,258,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
13275,Rango3,Rango1,1,1,276,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
16955,Rango3,Rango1,1,0,346,Rango1,Rango1,Rango1,0,Rango2,Rango1,Rango1,Rango1
24347,Rango2,Rango3,1,0,185,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
6691,Rango4,Rango2,1,1,276,Rango1,Rango2,Rango2,0,Rango1,Rango1,Rango1,Rango1
324,Rango6,Rango6,1,1,280,Rango1,Rango3,Rango1,1,Rango6,Rango4,Rango3,Rango1
11396,Rango4,Rango3,0,1,280,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango6,Rango1
17914,Rango2,Rango1,0,1,280,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
7855,Rango3,Rango3,0,1,261,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
5909,Rango5,Rango2,0,1,261,Rango1,Rango1,Rango1,1,,,,
6721,Rango5,Rango5,0,1,280,Rango1,Rango2,Rango3,1,Rango1,Rango1,Rango1,Rango1
13429,Rango6,Rango1,0,1,280,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
10849,Rango4,Rango6,1,1,280,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango3
9217,Rango4,Rango4,0,1,280,Rango2,Rango3,Rango2,1,Rango6,Rango1,Rango1,Rango1
28546,Rango1,,0,0,23,Rango1,Rango1,Rango1,0,,,,
19027,Rango2,Rango4,1,1,280,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
8140,Rango5,Rango2,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango3
10920,Rango2,Rango3,0,1,280,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango5,Rango1
1677,Rango6,Rango3,1,1,280,Rango1,Rango3,Rango2,1,Rango6,Rango1,Rango1,Rango1
22285,Rango2,Rango1,1,1,261,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
3042,Rango5,Rango5,0,1,280,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
11485,Rango2,Rango1,1,1,280,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango1
1971,Rango6,Rango1,1,1,261,Rango1,Rango1,Rango2,0,Rango6,Rango1,Rango1,Rango5
18858,Rango2,Rango1,1,1,280,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
254,Rango6,Rango6,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
18705,Rango2,Rango1,1,1,250,Rango1,Rango1,Rango1,1,,,,
653,Rango6,Rango1,1,1,250,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
6633,Rango5,Rango5,0,1,250,Rango1,Rango2,Rango2,1,Rango1,Rango5,Rango1,Rango1
9466,Rango4,Rango4,0,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
856,Rango6,Rango4,1,1,252,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango5
1678,Rango5,Rango1,1,1,76,Rango1,Rango1,Rango1,0,Rango6,Rango1,Rango1,Rango6
11439,Rango5,Rango1,1,1,250,Rango1,Rango1,Rango1,0,,,,
10891,Rango5,Rango3,1,1,252,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
24975,Rango1,Rango1,1,0,212,Rango1,Rango1,Rango1,1,,,,
27831,Rango3,Rango3,1,1,252,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
14882,Rango2,Rango1,1,1,76,Rango1,Rango2,Rango1,0,,,,
9046,Rango4,Rango1,0,1,76,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
29504,Rango1,,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17058,Rango2,Rango3,0,1,250,Rango1,Rango1,Rango1,1,,,,
14743,Rango2,Rango1,0,1,250,Rango1,Rango1,Rango1,1,,,,
19082,Rango4,Rango1,0,1,76,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
9790,Rango4,Rango2,0,1,250,Rango1,Rango1,Rango1,1,,,,
12963,Rango3,Rango2,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
2160,Rango5,Rango1,0,1,76,Rango1,Rango1,Rango1,0,Rango2,Rango1,Rango4,Rango2
649,Rango6,Rango2,0,1,250,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
9806,Rango5,Rango3,1,0,193,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
5742,Rango6,Rango2,1,0,144,Rango1,Rango2,Rango1,0,,,,
8295,Rango4,Rango5,0,1,250,Rango1,Rango1,Rango1,1,,,,
27935,Rango2,Rango1,0,1,252,Rango1,Rango1,Rango1,1,,,,
17358,Rango2,Rango1,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12304,Rango4,Rango1,1,1,76,Rango1,Rango1,Rango1,1,,,,
24763,Rango4,Rango3,0,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
28363,Rango1,,0,1,76,Rango1,Rango1,Rango1,1,,,,
24680,Rango2,Rango3,1,0,212,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango3
6852,Rango5,Rango3,0,1,76,Rango1,Rango1,Rango2,1,,,,
27168,Rango1,Rango1,0,1,250,Rango1,Rango2,Rango1,1,Rango1,Rango3,Rango1,Rango1
29251,Rango3,Rango5,1,0,231,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango1
25213,Rango6,,0,1,241,Rango1,Rango1,Rango1,0,,,,
9033,Rango3,Rango5,1,1,260,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
9407,Rango3,Rango4,1,1,273,Rango2,Rango3,Rango3,1,Rango4,Rango1,Rango1,Rango1
25652,Rango2,Rango3,1,1,268,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango4
22262,Rango1,Rango1,0,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12669,Rango2,Rango1,1,1,273,Rango1,Rango1,Rango1,1,Rango5,Rango1,Rango1,Rango2
8446,Rango6,Rango3,1,1,268,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
3665,Rango5,Rango6,1,1,260,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango3,Rango1
18251,Rango4,Rango1,0,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8511,Rango4,Rango4,1,0,39,Rango2,Rango1,Rango4,1,Rango6,Rango5,Rango1,Rango5
28010,Rango1,Rango2,1,1,268,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
11253,Rango4,Rango4,1,0,84,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
29474,Rango1,Rango1,0,1,273,Rango1,Rango1,Rango1,0,,,,
29549,Rango1,,1,1,241,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
6971,Rango6,Rango2,1,1,268,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
1506,Rango6,Rango3,1,1,241,Rango1,Rango1,Rango2,0,Rango5,Rango3,Rango1,Rango4
26828,Rango1,Rango2,0,1,260,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19131,Rango1,Rango2,1,1,268,Rango1,Rango1,Rango1,1,,,,
13425,Rango3,Rango1,1,1,282,Rango1,Rango1,Rango1,1,,,,
23360,Rango3,Rango1,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango3
2765,Rango6,Rango5,1,0,371,Rango1,Rango1,Rango1,1,,,,
25613,Rango3,Rango2,0,1,248,Rango1,Rango3,Rango1,1,Rango3,Rango1,Rango1,Rango1
14917,Rango5,Rango3,1,1,248,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
23444,Rango4,Rango5,0,1,281,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
26114,Rango4,Rango1,0,1,259,Rango1,Rango1,Rango1,1,,,,
5896,Rango6,Rango3,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21983,Rango2,Rango3,0,1,248,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango1,Rango1
23625,Rango5,Rango2,0,1,282,Rango1,Rango1,Rango1,0,Rango1,Rango5,Rango1,Rango1
7698,Rango4,Rango4,1,0,7,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
14561,Rango5,Rango3,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
12319,Rango5,Rango3,1,1,259,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
13583,Rango4,Rango1,0,1,281,Rango1,Rango2,Rango1,1,,,,
1562,Rango6,Rango3,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10940,Rango3,Rango6,1,1,248,Rango2,Rango2,Rango2,1,Rango4,Rango1,Rango1,Rango1
3723,Rango6,Rango1,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
8637,Rango3,Rango2,0,1,281,Rango1,Rango2,Rango2,1,Rango2,Rango1,Rango2,Rango1
5458,Rango5,Rango3,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
24518,Rango5,Rango2,1,1,282,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
13454,Rango2,Rango2,0,1,259,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
14664,Rango2,Rango3,0,1,282,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango3
11592,Rango4,Rango3,1,1,255,Rango1,Rango2,Rango2,0,Rango1,Rango1,Rango1,Rango1
16023,Rango3,Rango1,0,1,79,Rango1,Rango1,Rango1,1,,,,
15286,Rango6,Rango2,1,1,255,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango2,Rango4
4559,Rango5,Rango4,1,1,79,Rango1,Rango1,Rango1,1,,,,
28671,Rango3,,0,1,271,Rango1,Rango1,Rango1,1,,,,
39,Rango6,Rango6,0,1,271,Rango2,Rango2,Rango3,1,Rango4,Rango5,Rango1,Rango1
19242,Rango2,Rango3,0,1,271,Rango1,Rango1,Rango1,0,,,,
2777,Rango6,Rango4,0,1,271,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
7361,Rango5,Rango6,1,0,114,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
2930,Rango6,Rango4,0,0,114,Rango1,Rango2,Rango2,0,Rango5,Rango5,Rango1,Rango1
20313,Rango4,Rango3,1,1,79,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango1,Rango1
24230,Rango2,Rango1,0,1,255,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12365,Rango6,Rango1,1,1,255,Rango1,Rango1,Rango2,0,Rango1,Rango1,Rango1,Rango6
19563,Rango2,Rango1,0,0,379,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango3,Rango1
10719,Rango3,Rango2,1,1,271,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango1
15537,Rango4,Rango1,0,0,60,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango2
21849,Rango2,Rango4,1,1,271,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango6,Rango5
29684,Rango1,Rango1,0,1,255,Rango1,Rango1,Rango1,1,,,,
11054,Rango4,Rango3,1,1,310,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango5
24941,Rango4,Rango2,1,0,375,Rango1,Rango2,Rango1,0,,,,
23510,Rango2,Rango1,1,1,271,Rango1,Rango1,Rango2,0,,,,
8630,Rango6,Rango1,1,1,255,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango2
27937,Rango1,Rango1,0,1,272,Rango1,Rango2,Rango1,1,,,,
15999,Rango3,Rango2,0,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
24521,Rango2,Rango2,1,1,272,Rango1,Rango1,Rango1,1,,,,
1289,Rango6,Rango3,0,1,270,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
1566,Rango6,Rango6,1,1,270,Rango1,Rango2,Rango1,1,Rango6,Rango1,Rango1,Rango1
17218,Rango6,Rango6,0,1,243,Rango1,Rango2,Rango2,1,Rango1,Rango3,Rango1,Rango1
1990,Rango6,Rango6,1,1,241,Rango1,Rango3,Rango1,0,Rango1,Rango1,Rango1,Rango1
3432,Rango5,Rango4,1,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango1,Rango1
11770,Rango5,Rango6,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
15167,Rango5,Rango1,0,1,76,Rango1,Rango2,Rango1,0,Rango1,Rango2,Rango2,Rango2
23046,Rango3,Rango1,1,0,212,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
11472,Rango5,Rango4,1,1,250,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
16830,Rango2,Rango2,1,1,252,Rango1,Rango1,Rango1,1,,,,
10715,Rango6,Rango6,1,0,193,Rango1,Rango3,Rango3,1,Rango6,Rango4,Rango1,Rango1
24606,Rango3,Rango2,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
14763,Rango3,Rango5,1,0,211,Rango1,Rango1,Rango3,1,,,,
22939,Rango3,Rango2,1,1,76,Rango1,Rango2,Rango1,1,Rango2,Rango1,Rango1,Rango1
26500,Rango1,,1,0,212,Rango1,Rango1,Rango1,1,,,,
19023,Rango5,Rango2,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
15940,Rango4,Rango2,1,0,138,Rango1,Rango1,Rango1,0,,,,
7862,Rango4,Rango5,1,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
20721,Rango3,Rango3,1,1,76,Rango1,Rango1,Rango1,1,,,,
6317,Rango6,Rango1,1,1,76,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
28980,Rango1,,0,1,250,Rango1,Rango1,Rango1,1,,,,
11380,Rango4,Rango5,0,0,193,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango5,Rango1
17593,Rango1,Rango3,1,0,212,Rango1,Rango1,Rango1,1,,,,
25290,Rango3,Rango1,0,1,250,Rango1,Rango2,Rango2,0,,,,
14643,Rango4,Rango2,1,0,193,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
6283,Rango4,Rango1,1,1,252,Rango1,Rango1,Rango1,0,Rango1,Rango4,Rango1,Rango1
6248,Rango5,Rango4,0,0,324,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
4549,Rango5,Rango3,0,1,250,Rango1,Rango3,Rango1,0,Rango1,Rango3,Rango1,Rango1
18042,Rango5,Rango1,1,1,248,Rango1,Rango1,Rango2,0,,,,
21751,Rango2,Rango1,1,0,131,Rango1,Rango1,Rango2,1,Rango2,Rango1,Rango1,Rango1
25047,Rango2,Rango3,0,1,282,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
2049,Rango5,Rango4,0,1,248,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
9923,Rango4,Rango4,1,1,281,Rango1,Rango2,Rango1,1,Rango6,Rango1,Rango1,Rango1
5454,Rango5,Rango5,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
25010,Rango2,Rango1,0,1,251,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
19045,Rango4,Rango3,0,1,276,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
4078,Rango6,Rango6,1,1,258,Rango1,Rango2,Rango1,1,Rango4,Rango1,Rango1,Rango1
1608,Rango6,Rango5,1,0,66,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango5,Rango1
23142,Rango4,Rango6,1,1,276,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
21578,Rango2,Rango2,0,0,185,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
25169,Rango4,Rango2,1,0,66,Rango1,Rango1,Rango1,0,,,,
7628,Rango5,Rango4,1,1,276,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22358,Rango3,Rango5,0,0,185,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
28135,Rango2,Rango1,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
18774,Rango2,Rango3,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango5,Rango1
13886,Rango3,Rango6,0,1,271,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango1
5071,Rango6,Rango4,1,1,271,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
376,Rango6,Rango1,1,0,114,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
19421,Rango1,Rango1,0,1,79,Rango1,Rango2,Rango1,1,,,,
2226,Rango5,Rango5,0,1,255,Rango1,Rango2,Rango1,1,Rango4,Rango4,Rango1,Rango1
9991,Rango3,Rango6,1,1,255,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango3,Rango1
8785,Rango4,Rango3,0,1,271,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango4
3183,Rango5,Rango3,0,1,79,Rango1,Rango1,Rango1,1,,,,
17493,Rango6,Rango1,1,1,255,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
14450,Rango4,Rango1,1,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
27418,Rango3,Rango1,0,1,272,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango3,Rango4
1251,Rango6,Rango6,1,0,88,Rango2,Rango1,Rango3,1,Rango6,Rango1,Rango1,Rango1
17819,Rango2,Rango1,1,1,272,Rango1,Rango2,Rango1,1,,,,
15599,Rango2,Rango1,1,1,272,Rango1,Rango1,Rango2,1,,,,
6702,Rango4,Rango1,1,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango5
26471,Rango1,Rango1,1,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21348,Rango3,Rango3,1,1,243,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
22097,Rango1,Rango1,0,1,243,Rango1,Rango1,Rango1,1,,,,
29936,Rango3,Rango1,1,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
897,Rango4,Rango5,0,1,270,Rango1,Rango2,Rango2,0,Rango1,Rango2,Rango1,Rango1
17480,Rango4,Rango6,1,1,270,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
17645,Rango3,Rango1,1,1,253,Rango1,Rango1,Rango1,1,,,,
1238,Rango6,Rango3,0,0,88,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango2
27549,Rango1,Rango1,0,1,272,Rango1,Rango1,Rango1,1,,,,
29095,Rango5,Rango1,0,1,253,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8068,Rango4,Rango6,1,0,148,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10374,Rango3,Rango4,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19798,Rango6,Rango1,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
13222,Rango4,Rango3,1,1,244,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango4
23024,Rango2,Rango2,1,1,283,Rango1,Rango1,Rango1,0,Rango3,Rango1,Rango1,Rango1
28634,Rango1,Rango1,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10947,Rango3,Rango4,0,1,275,Rango1,Rango2,Rango1,1,Rango6,Rango5,Rango1,Rango1
15371,Rango4,Rango6,0,1,244,Rango1,Rango1,Rango2,1,Rango5,Rango1,Rango1,Rango6
26172,Rango3,Rango1,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango3,Rango1
25900,Rango2,Rango3,0,1,275,Rango1,Rango1,Rango1,1,,,,
26,Rango6,Rango6,1,1,244,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17225,Rango2,Rango3,0,0,145,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango5
2435,Rango5,Rango6,0,1,257,Rango1,Rango3,Rango3,1,Rango1,Rango1,Rango1,Rango1
22190,Rango2,Rango1,0,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango2
15753,Rango4,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3737,Rango5,Rango4,1,1,275,Rango1,Rango1,Rango1,1,Rango2,Rango5,Rango1,Rango1
17916,Rango5,Rango3,1,1,283,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango4
8229,Rango4,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
13901,Rango2,Rango2,0,1,283,Rango2,Rango1,Rango1,1,Rango4,Rango2,Rango1,Rango1
7486,Rango5,Rango4,0,0,48,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango1
27141,Rango1,Rango1,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10494,Rango4,Rango2,1,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
24834,Rango4,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
25661,Rango1,Rango2,1,0,145,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
27496,Rango2,Rango3,1,1,283,Rango1,Rango1,Rango1,1,,,,
16128,Rango4,Rango1,0,1,275,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
24394,Rango3,Rango2,1,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7781,Rango4,Rango2,1,1,283,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
7210,Rango6,Rango3,1,1,257,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
29457,Rango1,Rango1,0,0,45,Rango1,Rango2,Rango1,1,,,,
20881,Rango2,Rango1,0,0,157,Rango1,Rango1,Rango1,1,,,,
2455,Rango6,Rango6,0,1,248,Rango1,Rango3,Rango1,1,Rango1,Rango1,Rango1,Rango1
22364,Rango6,Rango1,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
15326,Rango3,Rango1,1,1,259,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
25476,Rango6,Rango4,0,1,319,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
771,Rango6,Rango1,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango3
21955,Rango3,Rango3,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
6064,Rango6,Rango1,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango4
15667,Rango3,Rango3,1,1,248,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
19920,Rango1,Rango1,0,1,282,Rango1,Rango1,Rango1,0,,,,
25808,Rango5,Rango6,1,1,257,Rango1,Rango2,Rango1,1,,,,
12065,Rango3,Rango4,1,1,257,Rango1,Rango1,Rango1,1,Rango3,Rango2,Rango1,Rango6
29340,Rango1,,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22963,Rango6,Rango1,1,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
5489,Rango5,Rango6,1,1,254,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango6
27419,Rango4,Rango1,0,0,85,Rango1,Rango2,Rango1,1,Rango2,Rango2,Rango1,Rango1
12177,Rango5,Rango6,1,1,254,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango4,Rango1
8572,Rango6,Rango2,1,1,254,Rango1,Rango1,Rango1,1,,,,
2559,Rango6,Rango1,0,0,103,Rango1,Rango1,Rango1,0,Rango3,Rango1,Rango1,Rango5
16183,Rango1,Rango1,0,0,36,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
6761,Rango6,Rango6,1,1,254,Rango1,Rango1,Rango1,1,,,,
428,Rango6,Rango2,0,1,254,Rango1,Rango3,Rango1,1,Rango4,Rango1,Rango1,Rango1
5164,Rango5,Rango6,0,1,254,Rango1,Rango1,Rango1,1,Rango4,Rango3,Rango5,Rango2
29158,Rango4,Rango2,1,1,245,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango4
8436,Rango4,Rango4,1,1,245,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
11616,Rango3,Rango6,0,1,254,Rango1,Rango1,Rango1,1,,,,
15844,Rango4,Rango2,1,1,256,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
4148,Rango5,Rango5,1,1,254,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
11512,Rango3,Rango3,0,1,256,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
4155,Rango5,Rango2,1,1,256,Rango1,Rango1,Rango1,1,,,,
18102,Rango2,,0,0,320,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
